NO2/NO3 is in æmol L^-1																											
PO4is in  æmol L^-1																											
SiO4 is in æmol L^-1																											
NH4 is in æmol L^-1																											
Chla is in mg m^-3																											
POC is in æmol L^-1																											
PON is in æmol L^-1																											
POP  is in æmol L^-1																											
d18O is in ?																											
d15N is in ?																											
quality flags: 2= good, 3=suspected bad, 4= known bad, 9= no data																											
																											
Sample_no	Date	Profile	Latitude	Longitude	Niskin	Depth_nominal	Depth_btl	NO2/NO3	Nox_qlty	PO4	PO4_qlty	SiO4	SiO_qlty	NH4	NH4_qlty	Chla	Chla_qlty	POC	POC_qlty	PON	PON_qlty	POP	POP_qlty	d18O	d18O_qlty	d15N	d15N_qlty
1	20121024	2	17.6065	-24.2497	6	3000	2997.5	25.23632765	2	1.540008007	2	27.55303248	2	0.808486378	4	0.004520187	2	9.182052702	3	1.029763762	3	0.026807418	2	2.1280258	3	5.236709	3
2	20121024	2	17.6065	-24.2497	8	1500	1496.7	28.33272203	2	1.708493543	2	17.87421393	2	0.480228643	4	0.005764027	2	13.96750562	3	1.458081777	3	0.033879925	2	2.121781	3	4.8048892	3
3	20121024	2	17.6065	-24.2497	9	1000	999.6	32.995033	2	2.016257052	2	17.23878581	2	0.648204825	4	0.011510027	2	10.64532782	3	1.084619424	3	0.028379086	2	2.1269139	3	5.0694254	3
4	20121024	2	17.6065	-24.2497	11	450	449	34.98678489	2	1.944564906	2	10.53496087	2	0.904541999	4	0.005655867	2	15.24538157	3	1.686729871	3	0.031915339	2	2.3859866	3	4.3293222	3
5	20121024	2	17.6065	-24.2497	12	350	346.9	32.36394402	2	1.798134726	2	8.531401517	2	0.688682234	4	0.010198587	2	18.84784084	3	1.603699975	3	0.035058676	2	2.7506898	3	4.2456804	3
6	20121024	2	17.6065	-24.2497	13	250	246.4	20.63298785	2	1.138689012	2	4.905292041	2	0.759164391	4	0.005250267	2	18.09907748	3	1.984627048	3	0.036630344	2	2.692871	3	4.7728772	3
7	20121024	2	17.6065	-24.2497	14	180	176.8	14.58718572	2	0.815722713	2	3.375795876	2	0.664729744	4	0.011645227	2	NaN	9	NaN	9	NaN	9	4.0983126	3	4.1265542	3
8	20121024	2	17.6065	-24.2497	15	150	147	11.82040117	2	0.733118853	2	2.37988006	2	0.31154394	4	0.006669867	2	11.71715104	2	1.203288272	2	0.032308256	2	5.0523228	3	2.0785974	3
9	20121024	2	17.6065	-24.2497	16	120	117.2	14.55591	2	0.910415588	2	2.616936247	2	0.54427841	4	0.011428907	2	10.98438918	2	1.24304232	2	0.038987846	2	3.2877375	3	1.2295064	3
10	20121024	2	17.6065	-24.2497	17	100	97.5	13.36481166	2	0.87819477	2	2.293637567	2	0.354780795	4	0.092562427	2	10.59962117	2	1.24553056	2	0.024842833	2	2.6105904	3	2.0076286	3
11	20121024	2	17.6065	-24.2497	18	80	77.9	9.598191635	2	0.698804125	2	1.817483761	2	0.545498601	4	0.208820907	2	7.658555797	2	0.828218129	2	0.037416178	2	3.9682203	3	2.6590208	3
12	20121024	2	17.6065	-24.2497	19	60	57.7	3.169118428	2	0.459530002	2	1.444058147	2	0.47493089	4	0.315101627	2	8.086689743	2	1.013800933	2	0.056276194	2	12.9078963	3	2.005094	3
13	20121024	2	17.6065	-24.2497	20	40	38	0.116486994	2	0.327048273	2	1.354534293	2	0.365148878	4	0.356973067	2	8.048339505	2	1.034051201	2	0.059419531	2	43.5351818	3	9.9079768	3
14	20121024	2	17.6065	-24.2497	21	20	25.3	0.05924091	2	0.225590516	2	0.913716124	2	0.387728112	4	0.192705067	2	16.65640826	2	1.903396352	2	0.051954107	2	44.0800128	3	0.0078292	3
14-1	20121024	4	17.6063	-24.2505	1	2000	1997.1	19.6812706	2	1.344269057	2	16.99428533	2	1.379798764		NaN	9	NaN	9	NaN	9	NaN	9	2.1947398	3	4.7449966	3
14-2	20121024	4	17.6063	-24.2505	2	600	601.7	37.99757169	2	2.247423528	2	14.47989628	2	0.850361955		NaN	9	NaN	9	NaN	9	NaN	9	2.7762635	3	4.3293222	3
14-3	20121024	4	17.6063	-24.2505	3	10	13.8	0.113761602	2	0.209835013	2	0.88736951	2	0.447763463		NaN	9	NaN	9	NaN	9	NaN	9	49.459385	3	10.939559	3
15	20121027	9	10.9995	-21.2518	1	800	797.7	41.89136769	2	2.547603354	2	19.2970781	2	0.733524048	4	0.0054756	2	6.723811253	3	0.492346953	3	0.041959102	2	NaN	9	NaN	9
16	20121027	9	10.9995	-21.2518	2	450	448.5	40.72258669	2	2.381374618	2	13.53265815	2	0.851601344	4	0.00489424	2	9.871111181	3	0.932455341	3	0.024114734	2	NaN	9	NaN	9
17	20121027	9	10.9995	-21.2518	3	250	246.9	33.05007514	2	1.929233042	2	8.635881448	2	0.743572765	4	0.00609752	2	7.847636757	3	0.672781018	3	0.029419816	2	NaN	9	NaN	9
18	20121027	9	10.9995	-21.2518	4	150	146.4	28.30597542	2	1.728905938	2	6.28006729	2	0.570730042	4	0.0062192	2	5.993082029	2	0.645774306	2	0.030384377	2	NaN	9	NaN	9
19	20121027	9	10.9995	-21.2518	5	100	97.3	25.32263435	2	1.573810029	2	5.423140364	2	0.594754288	4	0.02363296	2	6.42873675	2	0.605867105	2	0.024114734	2	NaN	9	NaN	9
20	20121027	9	10.9995	-21.2518	6	80	76.8	24.22331593	2	1.524854434	2	4.828958561	2	0.592716369	4	0.1354028	2	6.980108347	2	0.883112004	2	0.03826162	2	NaN	9	NaN	9
21	20121027	9	10.9995	-21.2518	7	60	57.1	22.17534933	2	1.428981538	2	4.272613268	2	0.651970941	4	0.29758872	2	9.439267663	2	1.102113529	2	0.041155301	2	NaN	9	NaN	9
22	20121027	9	10.9995	-21.2518	8	40	37.9	8.638033759	2	0.837398078	2	3.069892117	2	0.65862492	4	0.33783776	2	11.38683243	2	1.527656147	2	0.06044651	2	NaN	9	NaN	9
23	20121027	9	10.9995	-21.2518	9	20	17.4	1.708874156	2	0.364133089	2	2.103777402	2	0.646417846	4	0.18342584	2	12.87705832	2	1.357883147	2	0.054337627	2	NaN	9	NaN	9
24	20121027	9	10.9995	-21.2518	10	10	8	0.252619401	2	0.204096693	2	1.182680642	2	0.541174493	4	0.09399104	2	7.963764926	2	1.05039685	2	0.050640146	2	NaN	9	NaN	9
25	20121028	13	8.0167	-22.9827	2	1000	997	36.7944219	2	2.319156561	2	21.1878486	2	1.025878381	4	0.00250796	2	5.329371233	3	0.638922114	3	0.034869398	2	NaN	9	NaN	9
26	20121028	13	8.0167	-22.9827	3	800	798	40.6092777	2	2.564989679	2	20.33484677	2	0.960337483	4	0.00175084	2	6.51029492	3	0.732957594	3	0.055687659	2	NaN	9	NaN	9
27	20121028	13	8.0167	-22.9827	4	600	596.8	41.58620736	2	2.55386186	2	16.8907341	2	0.890976422	4	0.003211	2	8.139292293	3	1.051507009	3	0.024460267	2	NaN	9	NaN	9
28	20121028	13	8.0167	-22.9827	5	450	449.5	32.24607238	2	2.16092261	2	10.53885843	2	1.402503362	4	0.0033462	2	9.430681334	3	1.134192384	3	0.055687659	2	NaN	9	NaN	9
29	20121028	13	8.0167	-22.9827	6	300	296.2	33.73645017	2	2.015736772	2	9.152765221	2	0.910872757	4	0.0056446	2	6.528335808	3	0.831357111	3	0.040266725	2	NaN	9	NaN	9
30	20121028	13	8.0167	-22.9827	7	250	248.8	28.64726379	2	1.706194704	2	7.685502999	2	0.841292078	4	0.00711828	2	7.104817283	3	0.832926601	3	0.049133762	2	NaN	9	NaN	9
31	20121028	13	8.0167	-22.9827	8	160	159.5	25.81669523	2	1.636978331	2	6.556254598	2	0.894367943	4	0.00698308	2	7.999041586	2	1.102419751	2	0.033712828	2	NaN	9	NaN	9
32	20121028	13	8.0167	-22.9827	9	110	108.7	25.06650922	2	1.62079027	2	5.121489228	2	0.640771044	4	0.09752652	2	6.032813033	2	0.804560872	2	0.048748239	2	NaN	9	NaN	9
33	20121028	13	8.0167	-22.9827	10	80	76.9	18.1511882	2	1.248969988	2	3.950043711	2	0.606330662	4	0.40602588	2	5.916257691	2	0.879858211	2	0.047591669	2	NaN	9	NaN	9
34	20121028	13	8.0167	-22.9827	11	60	57.3	4.10565288	2	0.476821113	2	2.625953835	2	0.592103341	4	0.38502932	2	9.929252677	2	1.356332806	2	0.064169173	2	NaN	9	NaN	9
35	20121028	13	8.0167	-22.9827	12	40	37.8	0.994888258	2	0.243371263	2	1.390435745	2	0.584901513	4	0.16365284	2	9.569205886	2	1.225261141	2	0.064554697	2	NaN	9	NaN	9
36	20121028	13	8.0167	-22.9827	13	20	19.2	0.068636993	2	0.179235952	2	1.055573725	2	0.523337085	4	0.06022484	2	12.53607946	2	1.633137564	2	0.062241557	2	NaN	9	NaN	9
37	20121028	13	8.0167	-22.9827	14	10	9.5	0.059884012	2	0.161577229	2	1.032617446	2	0.519355982	4	0.05405972	2	12.88120062	2	1.613959155	2	0.06262708	2	NaN	9	NaN	9
38	20121029	17	6.4998	-22.9997	2	800	799	37.77994116	2	2.503332124	2	20.50116037	2	0.906515764	4	0.004213733	2	6.140458893	3	0.758088594	3	0.037182538	2	NaN	9	NaN	9
39	20121029	17	6.4998	-22.9997	4	450	446.8	37.50367867	2	2.374370531	2	13.40825479	2	0.839090751	4	0.004375973	2	5.919759234	3	0.717205324	3	0.027544454	2	NaN	9	NaN	9
40	20121029	17	6.4998	-22.9997	7	250	246.8	28.52614648	2	1.869230908	2	8.164591748	2	0.729024246	4	0.004443573	2	3.652933108	3	0.471924425	3	0.053374519	2	NaN	9	NaN	9
41	20121029	17	6.4998	-22.9997	8	150	151.7	22.61475914	2	1.538350672	2	6.070730524	2	0.838723785	4	0.005971333	2	4.788963992	2	0.535412242	2	0.044507482	2	NaN	9	NaN	9
42	20121029	17	6.4998	-22.9997	9	100	101.9	20.38681305	2	1.36763207	2	4.97941425	2	0.847467052	4	0.095622453	2	8.646001349	2	1.007714295	2	0.047206146	2	NaN	9	NaN	9
43	20121029	17	6.4998	-22.9997	10	80	78.6	17.34453263	2	1.216604306	2	3.942448978	2	0.421565523	4	0.102571733	2	6.619724502	2	0.872049056	2	0.041423295	2	NaN	9	NaN	9
44	20121029	17	6.4998	-22.9997	11	60	58.7	9.669432337	2	0.744826271	2	2.802011447	2	0.467207041	4	0.144497253	2	8.518062418	2	1.207192892	2	0.06262708	2	NaN	9	NaN	9
45	20121029	17	6.4998	-22.9997	12	40	38.1	0.546132846	2	0.216484947	2	1.421944645	2	0.463194171	4	0.209190453	2	8.484594488	2	1.156356663	2	0.065325743	2	NaN	9	NaN	9
46	20121029	17	6.4998	-22.9997	13	20	19.6	0.084540233	2	0.182558292	2	1.580119609	2	0.392169754	4	0.209244533	2	7.582857352	2	0.727713192	2	0.050290332	2	NaN	9	NaN	9
47	20121029	17	6.4998	-22.9997	14	10	9	0.084648922	2	0.183757321	2	1.706529781	2	0.47913191	4	0.083359813	2	6.723400754	2	0.962543586	2	0.06494022	2	NaN	9	NaN	9
48	20121029	20	5.4998	-22.9995	3	800	798.7	37.37681741	2	2.543818959	2	20.48134071	2	0.820702443	4	0.002861733	2	5.199689868	3	0.618824957	3	0.039881202	2	2.0668713	3	5.224036	3
49	20121029	20	5.4998	-22.9995	5	450	449.4	36.52692513	2	2.228733094	2	13.30825081	2	1.099074553	4	0.002469653	2	4.986568153	3	0.631074661	3	0.031399688	2	1.7855606	3	5.4572192	3
50	20121029	20	5.4998	-22.9995	7	250	247.2	29.74925042	2	1.942591378	2	8.51622255	2	1.134222964	4	0.002767093	2	4.521037168	3	0.74867165	3	0.029086548	2	2.6828639	3	4.5244864	3
51	20121029	20	5.4998	-22.9995	8	150	146.6	21.94347015	2	1.566046572	2	5.948652275	2	1.077738502	4	0.006282293	2	6.027889831	2	0.768596547	2	0.039110155	2	2.9163629	3	4.3318568	3
52	20121029	20	5.4998	-22.9995	9	100	96.8	19.62945212	2	1.375566385	2	4.727107325	2	0.878999553	4	0.099678453	2	7.122323412	2	0.814743454	2	0.033327305	2	5.4926352	3	1.6654576	3
53	20121029	20	5.4998	-22.9995	10	80	76.2	11.54293625	2	0.845574589	2	3.061429679	2	0.480922375	4	0.212638053	2	10.62533885	2	1.493376211	2	0.052603473	2	9.5710844	3	6.1086114	3
54	20121029	20	5.4998	-22.9995	11	60	56.7	0.476784819	2	0.226541898	2	1.522345018	2	0.460483807	4	0.532629413	2	9.837617843	2	1.305687986	2	0.057615276	2	52.7239234	3	30.899534	3
55	20121029	20	5.4998	-22.9995	12	40	37.6	0.101708321	2	0.19868104	2	1.410774098	2	0.59588595	4	0.144159253	2	9.938968071	2	1.31510493	2	0.03079971	2	59.7355648	3	18.3304526	3
56	20121029	20	5.4998	-22.9995	13	20	19.8	0.094307589	2	0.182678823	2	1.672715597	2	0.543175458	4	0.085806933	2	8.394356304	2	1.028117674	2	0.029210748	2	47.5491408	3	9.1704082	3
57	20121029	20	5.4998	-22.9995	14	10	8.3	0.089775278	2	0.173341741	2	1.699358415	2	0.40986175	4	0.176796533	2	9.331344695	2	1.212820028	2	0.0415252	2	43.3172494	3	8.8180988	3
58	20121030	23	4.999	-22.9995	3	800	801.3	37.02591253	2	2.497089672	2	19.56210761	2	0.810070543	4	0.00347464	2	8.183930222	3	0.792655688	3	0.028019027	2	NaN	9	NaN	9
59	20121030	23	4.999	-22.9995	5	450	448.2	36.46178594	2	2.372776325	2	13.04849644	2	0.978893565	4	0.00413712	2	8.959896052	3	0.874881731	3	0.018485258	2	NaN	9	NaN	9
60	20121030	23	4.999	-22.9995	7	250	247.3	28.04106289	2	1.861891074	2	7.772804308	2	0.983472056	4	0.00677352	2	8.952410213	3	1.0495164	3	0.013718373	2	NaN	9	NaN	9
61	20121030	23	4.999	-22.9995	8	150	148.7	24.40498804	2	1.643334802	2	5.856504829	2	0.731173171	4	0.00674648	2	6.279518598	2	0.562686962	2	0.013718373	2	NaN	9	NaN	9
62	20121030	23	4.999	-22.9995	9	100	98.9	13.11879573	2	0.895916333	2	3.635436705	2	1.20479467	4	0.09610016	2	7.577112757	2	0.999369211	2	0.022060421	2	NaN	9	NaN	9
63	20121030	23	4.999	-22.9995	10	80	78.9	0.1798003	2	0.136112071	2	1.545223686	2	0.58094344	4	0.1981356	2	8.043605673	2	1.104065754	2	0.036361075	2	NaN	9	NaN	9
64	20121030	23	4.999	-22.9995	11	60	58.9	0.098820968	2	0.152801692	2	1.292204283	2	0.241389479	4	0.20595016	2	11.35636424	2	1.584559866	2	0.035169354	2	NaN	9	NaN	9
65	20121030	23	4.999	-22.9995	12	40	38.2	0.08813013	2	0.161831288	2	1.453531499	2	0.434504378	4	0.16328104	2	8.713537465	2	1.069192439	2	0.04112796	2	NaN	9	NaN	9
66	20121030	23	4.999	-22.9995	13	20	19.3	0.092878446	2	0.415083295	2	1.930283739	2	0.673957288	4	0.1109992	2	7.878581349	2	0.984784463	2	0.035566594	2	NaN	9	NaN	9
67	20121030	23	4.999	-22.9995	14	10	9.5	0.086697734	2	0.155286373	2	1.939329864	2	0.489935404	4	0.12165296	2	7.112049836	2	0.785899244	2	0.026430065	2	NaN	9	NaN	9
68	20121101	30	4.5505	-22.4163	3	800	800.8	37.09358361	2	2.495173264	2	20.49298387	2	1.270854218	4	0.002280373	2	4.199439069	3	0.57782679	3	0.017690777	2	NaN	9	NaN	9
69	20121101	30	4.5505	-22.4163	5	450	450.1	34.72913036	2	2.266471825	2	13.20563146	2	1.131581743	4	0.003618853	2	7.397319224	3	1.12866091	3	0.132096008	3	NaN	9	NaN	9
70	20121101	30	4.5505	-22.4163	7	245	243.9	25.50448479	2	1.68221357	2	7.114349116	2	0.804991903	4	0.004024453	2	7.451319216	3	1.197584538	3	0.015307335	2	NaN	9	NaN	9
71	20121101	30	4.5505	-22.4163	8	150	148.4	22.13826478	2	1.477480624	2	5.571522037	2	0.915180714	4	0.012582613	2	6.106021094	2	1.027773154	2	0.015704575	2	NaN	9	NaN	9
72	20121101	30	4.5505	-22.4163	9	100	96.7	22.73414793	2	1.520971641	2	5.142233227	2	1.040302411	4	0.087496933	2	5.588553329	2	0.796636906	2	0.014512854	2	NaN	9	NaN	9
73	20121101	30	4.5505	-22.4163	10	80	76.5	20.72920716	2	1.47881559	2	4.17744708	2	0.386644792	4	0.108669253	2	4.680619412	2	0.612145068	2	0.033183152	2	NaN	9	NaN	9
74	20121101	30	4.5505	-22.4163	11	60	57.1	9.769068958	2	0.76104592	2	2.86325171	2	0.389429771	4	0.174538693	2	5.799719023	2	0.764979085	2	0.044305883	2	NaN	9	NaN	9
75	20121101	30	4.5505	-22.4163	12	40	38.9	0.209176842	2	0.175084233	2	1.388428111	2	0.92572069	4	0.253481973	2	11.98541452	2	1.639453826	2	0.056223094	2	NaN	9	NaN	9
76	20121101	30	4.5505	-22.4163	13	20	17.1	0.095167626	2	0.153262901	2	1.869255135	2	0.533353032	4	0.061295173	2	13.65430726	2	1.955572279	2	0.048278287	2	NaN	9	NaN	9
77	20121101	30	4.5505	-22.4163	14	10	12.2	0.090793147	2	0.145743222	2	1.922132426	2	0.280869148	4	0.094608453	2	NaN	9	NaN	9	NaN	9	NaN	9	NaN	9
78	20121101	32	4	-23	11	800	797.6	36.11900028	2	2.44887843	2	21.50241342	2	0.966895257	4	0.002064053	2	8.020772593	3	1.101769009	3	0.019279738	2	2.4165956	3	4.866878	3
79	20121101	32	4	-23	13	450	447	35.20774011	2	2.260495118	2	13.50265078	2	1.074487988	4	0.003470133	2	5.248659468	3	0.652492494	3	0.013321133	2	3.191474	3	4.452811	3
80	20121101	32	4	-23	14	250	246	26.64997583	2	1.74211354	2	7.205782632	2	1.158398724	4	0.005525173	2	7.735380135	3	0.781573591	3	0.02047146	2	3.3421448	3	4.7862439	3
81	20121101	32	4	-23	15	150	146.8	25.16586078	2	1.640010046	2	6.009304459	2	0.964995554	4	0.007999333	2	8.624121863	2	1.085595536	2	0.014512854	2	3.7487168	3	3.6856974	3
82	20121101	32	4	-23	16	100	96.6	23.43878137	2	1.541175432	2	5.224887062	2	1.222603457	4	0.079641813	2	6.398827138	2	0.896663276	2	0.016101815	2	3.2644178	3	3.9145239	3
83	20121101	32	4	-23	17	80	78.1	18.15586027	2	1.279157821	2	3.804662357	2	0.439192489	4	0.185449333	2	7.617427352	2	1.087107663	2	0.029210748	2	NaN	9	NaN	9
84	20121101	32	4	-23	18	60	56.8	0.536843839	2	0.183921162	2	1.454199471	2	0.411336108	4	0.182096373	2	8.006629852	2	1.101347891	2	0.038347277	2	39.2556062	3	5.3920893	3
85	20121101	32	4	-23	19	40	38.6	0.09979352	2	0.112688024	2	1.509344608	2	0.570171686	4	0.152474053	2	7.180588776	2	0.876030189	2	0.040730719	2	48.5804546	3	1.2209091	3
86	20121101	32	4	-23	20	20	18.9	0.091886193	2	0.151898981	2	1.683199493	2	0.490490095	4	0.089389733	2	5.425962617	2	0.75186808	2	0.03119695	2	55.4491298	3	0.660829	3
87	20121101	32	4	-23	21	10	8.7	0.095718104	2	0.151421163	2	1.728489963	2	0.531365036	4	0.087456373	2	6.799336606	2	0.831816442	2	0.031991431	2	59.7743384	3	7.3643558	3
88	20121103	36	2.9997	-23	9	800	796.7	36.02543462	2	2.477312682	2	21.22623294	2	1.081974377	4	0.00120328	2	8.092558202	3	1.100161219	3	0.016896296	2	NaN	9	NaN	9
89	20121103	36	2.9997	-23	11	450	446.8	33.93566499	2	2.248028338	2	13.44677197	2	1.024454382	4	0.00356928	2	4.6945839	3	0.554858616	3	0.012526652	2	NaN	9	NaN	9
90	20121103	36	2.9997	-23	13	250	247.1	25.25236331	2	1.685500055	2	7.035613129	2	1.456930429	4	0.003718	2	6.107582497	3	0.761629544	3	0.015307335	2	NaN	9	NaN	9
91	20121103	36	2.9997	-23	14	150	146.2	22.61688051	2	1.566045975	2	5.550379088	2	0.953305797	4	0.01775176	2	7.565959428	2	0.963768556	2	0.017690777	2	NaN	9	NaN	9
92	20121103	36	2.9997	-23	15	100	96	18.72408345	2	1.298837511	2	4.177299342	2	1.057241986	4	0.05355272	2	7.500945852	2	1.107300483	2	0.028416267	2	NaN	9	NaN	9
93	20121103	36	2.9997	-23	16	80	75.4	11.79272586	2	0.884956452	2	2.760161849	2	0.643510147	4	0.25925952	2	6.672096395	2	0.938867264	2	0.042319681	2	NaN	9	NaN	9
94	20121103	36	2.9997	-23	17	60	60	0.12979227	2	0.168840582	2	1.182707115	2	0.478939814	4	0.2401152	2	7.926893913	2	1.070264299	2	0.033580392	2	NaN	9	NaN	9
95	20121103	36	2.9997	-23	18	40	38.7	0.106139577	2	0.160222766	2	1.162008165	2	0.741081272	4	0.13895856	2	7.225490313	2	0.996096268	2	0.027621787	2	NaN	9	NaN	9
96	20121103	36	2.9997	-23	19	20	18.3	0.10090305	2	0.154341839	2	1.134360263	2	0.57733333	4	0.07095296	2	5.905252443	2	0.828466902	2	0.021663181	2	NaN	9	NaN	9
97	20121103	36	2.9997	-23	20	10	10	0.100583041	2	0.137609969	2	1.29751449	2	0.523170221	4	0.06582888	2	5.987024597	2	0.745035038	2	0.024443863	2	NaN	9	NaN	9
98	20121104	40	2	-23	8	800	796.7	32.73868008	2	2.166403975	2	13.13437615	2	1.090498971	4	0.00212264	2	6.350778182	3	0.794378374	3	0.012526652	2	NaN	9	NaN	9
99	20121104	40	2	-23	10	450	446.9	35.96784233	2	2.487045384	2	21.66742093	2	1.001704429	4	0.00413712	2	4.713972605	3	0.618480437	3	NaN	9	NaN	9	NaN	9
100	20121104	40	2	-23	12	250	249.6	25.53817897	2	1.736667128	2	7.911132992	2	0.770202961	4	0.00488072	2	6.068032128	3	0.669374072	3	0.016896296	2	NaN	9	NaN	9
101	20121104	40	2	-23	13	150	146.4	18.43656968	2	1.28938483	2	4.144204158	2	1.231280315	4	0.0098696	2	6.434662774	2	0.817231694	2	0.011334931	2	NaN	9	NaN	9
102	20121104	40	2	-23	14	100	96.5	11.26507984	2	0.885024867	2	2.915255405	2	1.357475964	4	0.20159672	2	5.646547145	2	0.808025224	2	0.022060421	2	NaN	9	NaN	9
103	20121104	40	2	-23	15	80	77.1	11.64315078	2	0.894728406	2	2.734491506	2	0.742367679	4	0.17029792	2	5.991652034	2	0.769036815	2	0.024443863	2	NaN	9	NaN	9
104	20121104	40	2	-23	16	60	56.4	4.17159178	2	0.467712211	2	1.769942838	2	0.607209112	4	0.18314192	2	6.007506641	2	0.85137767	2	0.033580392	2	NaN	9	NaN	9
105	20121104	40	2	-23	17	40	37.5	0.114646703	2	0.185073432	2	1.17410143	2	0.763501127	4	0.0766584	2	5.616276263	2	0.7123054	2	0.030656368	2	NaN	9	NaN	9
106	20121104	40	2	-23	18	20	18.1	0.101208938	2	0.171727085	2	1.136522582	2	0.658290252	4	0.05014568	2	7.6921063	2	1.042051765	2	0.028480842	2	NaN	9	NaN	9
107	20121104	40	2	-23	19	10	8	0.097644912	2	0.157584259	2	1.135449475	2	0.513918231	4	0.04477824	2	7.43654048	2	1.05305735	2	0.029931193	2	NaN	9	NaN	9
108	20121104	44	0.666	-23.0005	10	800	797.1	36.58849049	2	2.39914457	2	23.32704564	2	0.744858073	4	0.00313664	2	9.010207116	3	1.203939014	3	0.019053562	2	NaN	9	NaN	9
109	20121104	44	0.666	-23.0005	12	450	448.1	34.59279987	2	2.191168467	2	15.55395087	2	0.699254385	4	0.00366392	2	7.218076728	3	0.995656001	3	0.014702509	2	NaN	9	NaN	9
110	20121104	44	0.666	-23.0005	14	250	247.9	28.65348786	2	1.777970217	2	8.7033784	2	0.644571553	4	0.0060164	2	10.67218808	3	1.353117311	3	0.027755666	2	NaN	9	NaN	9
111	20121104	44	0.666	-23.0005	15	150	146.5	18.14383326	2	1.213479251	2	5.261830479	2	0.533121034	4	0.00969384	2	10.02857264	2	1.320004811	2	0.018328386	2	NaN	9	NaN	9
112	20121104	44	0.666	-23.0005	16	100	95.1	14.31889022	2	1.000351085	2	3.912750212	2	0.72661968	4	0.05663528	2	8.808411028	2	1.222945162	2	0.023042026	2	NaN	9	NaN	9
113	20121104	44	0.666	-23.0005	17	80	77.2	8.191388603	2	0.651576791	2	2.38519649	2	0.53273384	4	0.20033936	2	5.496819642	2	0.745896338	2	0.019778737	2	NaN	9	NaN	9
114	20121104	44	0.666	-23.0005	18	60	58.3	2.740548202	2	0.351566611	2	1.637102873	2	0.609462016	4	0.17605744	2	7.927945964	2	1.136029797	2	0.032831894	2	NaN	9	NaN	9
115	20121104	44	0.666	-23.0005	19	40	38.4	0.503044427	2	0.218094699	2	1.308998326	2	0.637003876	4	0.26535704	2	9.599732039	2	1.223844762	2	0.0444347	2	NaN	9	NaN	9
116	20121104	44	0.666	-23.0005	20	20	18	0.013656773	2	0.170683711	2	1.242259855	2	0.576883958	4	0.09439664	2	7.558438653	2	1.049554699	2	0.043346937	2	NaN	9	NaN	9
117	20121104	44	0.666	-23.0005	21	10	7.8	0	2	0.176649105	2	1.214850397	2	0.546968276	4	0.11439272	2	8.781888227	2	1.025131888	2	0.03972106	2	NaN	9	NaN	9
118	20121105	48	0.0035	-23.1127	8	800	796.7	36.36471546	2	2.381598345	2	23.45056526	2	0.869673505	4	0.00343408	2	8.661601081	3	1.061038764	3	0.025217553	2	NaN	9	NaN	9
119	20121105	48	0.0035	-23.1127	10	450	447.4	34.35542985	2	2.201229391	2	15.44204659	2	0.68526089	4	0.00692224	2	6.042742013	3	0.761954915	3	0.028118254	2	NaN	9	NaN	9
120	20121105	48	0.0035	-23.1127	12	250	246.2	21.30041385	2	1.400180796	2	6.31087252	2	0.860153672	4	0.00481312	2	5.434535046	3	0.70369235	3	0.033194482	2	NaN	9	NaN	9
121	20121105	48	0.0035	-23.1127	13	150	148.6	16.3777588	2	1.143491849	2	4.875263524	2	0.881596096	4	0.0056108	2	7.370836917	2	0.913085437	2	0.019416149	2	NaN	9	NaN	9
122	20121105	48	0.0035	-23.1127	14	100	96.3	9.276164045	2	0.767501532	2	2.808413886	2	0.928113258	4	0.04257448	2	12.47024409	2	1.337154397	2	0.021229088	2	NaN	9	NaN	9
123	20121105	48	0.0035	-23.1127	15	80	77.5	3.253388763	2	0.411676618	2	1.531324753	2	0.570496432	4	0.27038648	2	9.005201735	2	0.802110931	2	0.032831894	2	NaN	9	NaN	9
124	20121105	48	0.0035	-23.1127	16	60	58.2	1.115087121	2	0.259223746	2	1.272457721	2	0.553716791	4	0.33430904	2	7.199797242	2	0.924416477	2	0.040446236	2	NaN	9	NaN	9
